brand,year,review_text,sentiment_label,sentiment_score,avg_co2_emission_gkm,ev_share_percent,sustainability_index
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,0.22,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.71,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.71,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.4,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,-0.08,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.65,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,0.05,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,0.28,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,-0.12,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.71,141,21.3,0.156
BMW,2021,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.27,141,21.3,0.156
BMW,2021,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.1,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.97,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.83,141,21.3,0.156
BMW,2021,Charging time is too long and the range is poor.,Negative,-0.38,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,-0.1,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.93,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.8,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.99,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,-0.1,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,0.12,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.81,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.5,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.48,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.62,141,21.3,0.156
BMW,2021,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.54,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.74,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,0.31,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.45,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.75,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.85,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,0.34,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.45,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.8,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.84,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.8,141,21.3,0.156
BMW,2021,Charging time is too long and the range is poor.,Negative,-0.53,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.44,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.3,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.9,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.83,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,0.07,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.27,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.51,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.99,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,0.03,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.82,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.62,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.61,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.5,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.61,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.51,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.53,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,-0.05,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.83,141,21.3,0.156
BMW,2021,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.63,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.92,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.7,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.88,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,-0.07,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,-0.12,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.57,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,0.19,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.97,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.64,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.5,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,0.18,141,21.3,0.156
BMW,2021,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.29,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.4,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.6,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.52,141,21.3,0.156
BMW,2021,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.33,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.86,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.53,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.66,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.73,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.65,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.51,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.43,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.58,141,21.3,0.156
BMW,2021,BMW needs to work on their EV reliability.,Negative,-0.68,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.74,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.95,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.99,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.93,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.61,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.83,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,0.02,141,21.3,0.156
BMW,2021,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.57,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.89,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.63,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.88,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,0.02,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.96,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.58,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.74,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.84,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,0.3,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.95,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,0.04,141,21.3,0.156
BMW,2021,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.78,141,21.3,0.156
BMW,2021,Charging time is too long and the range is poor.,Negative,-0.51,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.72,141,21.3,0.156
BMW,2021,Charging time is too long and the range is poor.,Negative,-0.73,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.66,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,-0.13,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.58,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.77,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.75,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.44,141,21.3,0.156
BMW,2021,BMW needs to work on their EV reliability.,Negative,-0.73,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.95,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.9,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,0.38,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,1,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.62,141,21.3,0.156
BMW,2021,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.14,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.58,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.4,141,21.3,0.156
BMW,2021,"Not bad, but not outstanding either — just fine for daily use.",Neutral,-0.11,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,0.16,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.71,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,-0.19,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.46,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.58,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.53,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,0.24,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.4,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.58,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,-0.02,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.81,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.86,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.83,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.58,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.72,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.23,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,0.14,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.99,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.7,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.46,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,0.23,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,-0.12,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,0.05,141,21.3,0.156
BMW,2021,Charging time is too long and the range is poor.,Negative,-0.23,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,0.36,141,21.3,0.156
BMW,2021,Charging time is too long and the range is poor.,Negative,-0.96,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,-0.15,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.52,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.64,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.54,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,0,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,0.23,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.74,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.74,141,21.3,0.156
BMW,2021,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.89,141,21.3,0.156
BMW,2021,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.6,141,21.3,0.156
BMW,2021,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.14,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.87,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.61,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.36,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.89,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.76,141,21.3,0.156
BMW,2021,Charging time is too long and the range is poor.,Negative,-0.67,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,0.18,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,0.38,141,21.3,0.156
BMW,2021,"Overall, BMW delivers what you expect for the price.",Neutral,0.21,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.59,141,21.3,0.156
BMW,2021,BMW needs to work on their EV reliability.,Negative,-0.32,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,0.11,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.52,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.48,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.42,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.78,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,0.93,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,0.05,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.9,141,21.3,0.156
BMW,2021,"Not bad, but not outstanding either — just fine for daily use.",Neutral,-0.15,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.97,141,21.3,0.156
BMW,2021,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.03,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.68,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.9,141,21.3,0.156
BMW,2021,Smooth ride and amazing performance from BMW.,Positive,0.64,141,21.3,0.156
BMW,2021,"Not bad, but not outstanding either — just fine for daily use.",Neutral,-0.12,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.75,141,21.3,0.156
BMW,2021,BMW really nailed the electric design this year.,Positive,1,141,21.3,0.156
BMW,2021,The BMW is worth every penny — luxurious and sustainable.,Positive,0.94,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.3,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.52,141,21.3,0.156
BMW,2021,BMW needs to work on their EV reliability.,Negative,-0.23,141,21.3,0.156
BMW,2021,BMW offers decent performance but could improve charging speed.,Neutral,0.32,141,21.3,0.156
BMW,2021,Too expensive for what it offers — not impressed by BMW.,Negative,-0.92,141,21.3,0.156
BMW,2021,The BMW interior feels outdated compared to competitors.,Negative,-0.97,141,21.3,0.156
BMW,2021,"The BMW is okay, not much to complain about.",Neutral,-0.11,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,-0.11,141,21.3,0.156
BMW,2021,BMW needs to work on their EV reliability.,Negative,-0.2,141,21.3,0.156
BMW,2021,My experience with BMW has been average so far.,Neutral,0.23,141,21.3,0.156
BMW,2021,"I love my BMW, it feels modern and efficient!",Positive,0.87,141,21.3,0.156
BMW,2021,Impressive range and eco-friendly features by BMW.,Positive,0.78,141,21.3,0.156
BMW,2021,BMW needs to work on their EV reliability.,Negative,-0.63,141,21.3,0.156
BMW,2022,BMW really nailed the electric design this year.,Positive,0.77,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,-0.08,135.3,36.6,0.239
BMW,2022,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.28,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,0.08,135.3,36.6,0.239
BMW,2022,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.76,135.3,36.6,0.239
BMW,2022,BMW needs to work on their EV reliability.,Negative,-0.94,135.3,36.6,0.239
BMW,2022,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.14,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,0.13,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.66,135.3,36.6,0.239
BMW,2022,"Overall, BMW delivers what you expect for the price.",Neutral,0.28,135.3,36.6,0.239
BMW,2022,BMW needs to work on their EV reliability.,Negative,-0.66,135.3,36.6,0.239
BMW,2022,The BMW is worth every penny — luxurious and sustainable.,Positive,0.55,135.3,36.6,0.239
BMW,2022,Too expensive for what it offers — not impressed by BMW.,Negative,-0.99,135.3,36.6,0.239
BMW,2022,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.38,135.3,36.6,0.239
BMW,2022,"Overall, BMW delivers what you expect for the price.",Neutral,0.03,135.3,36.6,0.239
BMW,2022,My experience with BMW has been average so far.,Neutral,-0.07,135.3,36.6,0.239
BMW,2022,"Not bad, but not outstanding either — just fine for daily use.",Neutral,-0.08,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.64,135.3,36.6,0.239
BMW,2022,The BMW interior feels outdated compared to competitors.,Negative,-0.47,135.3,36.6,0.239
BMW,2022,The BMW is worth every penny — luxurious and sustainable.,Positive,0.58,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.7,135.3,36.6,0.239
BMW,2022,My experience with BMW has been average so far.,Neutral,-0.16,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.94,135.3,36.6,0.239
BMW,2022,Charging time is too long and the range is poor.,Negative,-0.22,135.3,36.6,0.239
BMW,2022,My experience with BMW has been average so far.,Neutral,0.07,135.3,36.6,0.239
BMW,2022,BMW really nailed the electric design this year.,Positive,0.53,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,0.07,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.81,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.53,135.3,36.6,0.239
BMW,2022,The BMW interior feels outdated compared to competitors.,Negative,-0.87,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,1,135.3,36.6,0.239
BMW,2022,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.92,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.65,135.3,36.6,0.239
BMW,2022,BMW really nailed the electric design this year.,Positive,0.49,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,0.09,135.3,36.6,0.239
BMW,2022,"Not bad, but not outstanding either — just fine for daily use.",Neutral,-0.13,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,0.13,135.3,36.6,0.239
BMW,2022,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.35,135.3,36.6,0.239
BMW,2022,BMW really nailed the electric design this year.,Positive,0.78,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.64,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.49,135.3,36.6,0.239
BMW,2022,"Overall, BMW delivers what you expect for the price.",Neutral,-0.06,135.3,36.6,0.239
BMW,2022,The BMW interior feels outdated compared to competitors.,Negative,-0.29,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.91,135.3,36.6,0.239
BMW,2022,BMW offers decent performance but could improve charging speed.,Neutral,-0.01,135.3,36.6,0.239
BMW,2022,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.37,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,-0.03,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.94,135.3,36.6,0.239
BMW,2022,BMW really nailed the electric design this year.,Positive,0.91,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,0.32,135.3,36.6,0.239
BMW,2022,BMW needs to work on their EV reliability.,Negative,-0.9,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.69,135.3,36.6,0.239
BMW,2022,BMW really nailed the electric design this year.,Positive,0.61,135.3,36.6,0.239
BMW,2022,"Overall, BMW delivers what you expect for the price.",Neutral,-0.03,135.3,36.6,0.239
BMW,2022,The BMW is worth every penny — luxurious and sustainable.,Positive,0.42,135.3,36.6,0.239
BMW,2022,"Overall, BMW delivers what you expect for the price.",Neutral,0.31,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,0.17,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.95,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.88,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.44,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.64,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.64,135.3,36.6,0.239
BMW,2022,The BMW is worth every penny — luxurious and sustainable.,Positive,0.75,135.3,36.6,0.239
BMW,2022,BMW really nailed the electric design this year.,Positive,0.69,135.3,36.6,0.239
BMW,2022,My experience with BMW has been average so far.,Neutral,0.22,135.3,36.6,0.239
BMW,2022,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.71,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.47,135.3,36.6,0.239
BMW,2022,The BMW is worth every penny — luxurious and sustainable.,Positive,0.88,135.3,36.6,0.239
BMW,2022,The BMW is worth every penny — luxurious and sustainable.,Positive,0.44,135.3,36.6,0.239
BMW,2022,The BMW is worth every penny — luxurious and sustainable.,Positive,0.44,135.3,36.6,0.239
BMW,2022,BMW needs to work on their EV reliability.,Negative,-0.31,135.3,36.6,0.239
BMW,2022,"Overall, BMW delivers what you expect for the price.",Neutral,0.22,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.72,135.3,36.6,0.239
BMW,2022,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.22,135.3,36.6,0.239
BMW,2022,My experience with BMW has been average so far.,Neutral,-0.11,135.3,36.6,0.239
BMW,2022,"Overall, BMW delivers what you expect for the price.",Neutral,-0.16,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.83,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,-0.19,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.62,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,0.36,135.3,36.6,0.239
BMW,2022,The BMW interior feels outdated compared to competitors.,Negative,-0.2,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.98,135.3,36.6,0.239
BMW,2022,BMW offers decent performance but could improve charging speed.,Neutral,0.31,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.55,135.3,36.6,0.239
BMW,2022,"The BMW is okay, not much to complain about.",Neutral,0.03,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.46,135.3,36.6,0.239
BMW,2022,The BMW interior feels outdated compared to competitors.,Negative,-0.23,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.6,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.9,135.3,36.6,0.239
BMW,2022,"Overall, BMW delivers what you expect for the price.",Neutral,0.33,135.3,36.6,0.239
BMW,2022,The BMW interior feels outdated compared to competitors.,Negative,-0.85,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.44,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.69,135.3,36.6,0.239
BMW,2022,BMW really nailed the electric design this year.,Positive,0.5,135.3,36.6,0.239
BMW,2022,My experience with BMW has been average so far.,Neutral,0.18,135.3,36.6,0.239
BMW,2022,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.26,135.3,36.6,0.239
BMW,2022,Too expensive for what it offers — not impressed by BMW.,Negative,-0.55,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.47,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.47,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.59,135.3,36.6,0.239
BMW,2022,BMW really nailed the electric design this year.,Positive,0.82,135.3,36.6,0.239
BMW,2022,Charging time is too long and the range is poor.,Negative,-0.93,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.69,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.59,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.99,135.3,36.6,0.239
BMW,2022,Impressive range and eco-friendly features by BMW.,Positive,0.67,135.3,36.6,0.239
BMW,2022,"I love my BMW, it feels modern and efficient!",Positive,0.69,135.3,36.6,0.239
BMW,2022,My experience with BMW has been average so far.,Neutral,-0.05,135.3,36.6,0.239
BMW,2022,Smooth ride and amazing performance from BMW.,Positive,0.42,135.3,36.6,0.239
BMW,2022,My experience with BMW has been average so far.,Neutral,0.03,135.3,36.6,0.239
